property_type,society,sector,price,price_per_sqft,area,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,agePossession,super_built_up_area,built_up_area,carpet_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,area_room_ratio
flat,maxworth city residences,sector 10a,0.8,6400.0,1250.0,Carpet area: 1250 (116.13 sq.m.),2,3,2,9.0,,New Property,,,1250.0,0,0,0,0,0,0,46,625.0
flat,paras dews,sector 106,0.88,6353.79,1385.0,Super Built up area 1385(128.67 sq.m.)Built Up area: 940 sq.ft. (87.33 sq.m.)Carpet area: 845 sq.ft. (78.5 sq.m.),2,2,3+,1.0,South,Relatively New,1385.0,940.0,845.0,0,0,0,0,0,0,49,692.5
flat,smart world gems,sector 89,1.25,8784.26,1423.0,Super Built up area 1423(132.2 sq.m.),3,3,3,2.0,North,Under Construction,1423.0,,,0,0,0,1,0,0,12,474.3333333333333
house,independent,sector 31,3.69,23699.42,1557.0,Plot area 173(144.65 sq.m.),4,4,2,2.0,East,Moderately Old,,173.0,,1,1,0,1,0,1,75,389.25
house,nirvana cedar crest,sector 50,7.1,32870.37,2160.0,Plot area 240(200.67 sq.m.)Built Up area: 239 sq.yards (199.83 sq.m.)Carpet area: 238 sq.yards (199 sq.m.),5,4,3,2.0,East,Moderately Old,,239.0,238.0,1,0,1,1,0,1,110,432.0
flat,pareena laxmi apartments,sector 99a,0.3,5424.95,553.0,Super Built up area 553(51.38 sq.m.)Carpet area: 470 sq.ft. (43.66 sq.m.),2,1,2,5.0,North,New Property,553.0,,470.0,0,0,0,0,0,0,66,276.5
house,bptp astaire gardens,sector 70a,1.18,8137.93,1450.0,Carpet area: 1450 (134.71 sq.m.),3,3,3+,2.0,North-East,Relatively New,,,1450.0,0,0,0,0,1,1,153,483.3333333333333
flat,antriksh heights,sector 84,0.9,4931.51,1825.0,Super Built up area 1825(169.55 sq.m.),3,3,3,11.0,South,Relatively New,1825.0,,,0,0,0,0,0,0,87,608.3333333333334
flat,bptp terra,sector 37d,1.45,8006.63,1811.0,Super Built up area 1811(168.25 sq.m.),3,3,3,9.0,North-East,Relatively New,1811.0,,,0,0,0,0,0,0,107,603.6666666666666
flat,pioneer park,sector 61,3.6,12627.15,2851.0,Super Built up area 2851(264.87 sq.m.),4,4,3,3.0,North,Moderately Old,2851.0,,,0,1,0,0,0,1,121,712.75
flat,ats triumph,sector 104,2.6,8813.56,2950.0,Super Built up area 3150(292.64 sq.m.)Carpet area: 2950 sq.ft. (274.06 sq.m.),4,4,3+,16.0,East,Relatively New,3150.0,,2950.0,0,1,0,0,0,1,150,737.5
flat,antriksh heights,sector 84,0.88,4821.92,1825.0,Super Built up area 1825(169.55 sq.m.),3,3,3,16.0,,Relatively New,1825.0,,,0,0,0,1,0,0,67,608.3333333333334
flat,sobha smriti apartments,sector 56,0.5,8333.33,600.0,Carpet area: 600 (55.74 sq.m.),1,1,2,3.0,,Undefined,,,600.0,0,0,0,0,0,0,0,600.0
flat,bsf chs,gwal pahari,0.95,5937.5,1600.0,Carpet area: 1600 (148.64 sq.m.),3,3,3,13.0,,Old Property,,,1600.0,0,0,0,0,0,0,37,533.3333333333334
flat,adani aangan galleria,sector 89,0.42,4941.18,850.0,Super Built up area 850(78.97 sq.m.),2,2,2,3.0,,Relatively New,850.0,,,0,0,0,0,0,0,0,425.0
flat,umang winter hills,sector 77,0.71,5306.43,1338.0,Super Built up area 1342(124.68 sq.m.)Carpet area: 810 sq.ft. (75.25 sq.m.),2,2,2,6.0,North-West,Relatively New,1342.0,,810.0,1,0,0,0,0,0,108,669.0
flat,dlf the primus,sector 82a,3.5,13430.54,2606.0,Carpet area: 2606 (242.11 sq.m.),5,5,3+,14.0,North-East,Relatively New,,,2606.0,1,0,0,0,0,2,49,521.2
flat,emaar mgf palm terraces select,sector 66,3.4,14107.88,2410.0,Super Built up area 2410(223.9 sq.m.)Built Up area: 2210 sq.ft. (205.32 sq.m.)Carpet area: 2040 sq.ft. (189.52 sq.m.),4,4,3+,2.0,North-East,Relatively New,2410.0,2210.0,2040.0,0,1,0,0,0,1,157,602.5
house,independent,sector 12,1.4,8701.06,1609.0,Plot area 166(138.8 sq.m.),2,2,1,2.0,North-East,Old Property,,166.0,,0,0,0,0,0,0,0,804.5
flat,conscient elevate,sector 59,3.9,16993.46,2295.0,Built Up area: 2295 (213.21 sq.m.),3,1,0,0.0,,Undefined,,2295.0,,0,0,0,0,0,0,0,765.0
flat,smart world orchard,sector 61,1.47,12250.0,1200.0,Carpet area: 1200 (111.48 sq.m.),2,2,2,2.0,,Under Construction,,,1200.0,1,0,0,0,0,0,76,600.0
flat,sare crescent parc,sector 92,0.87,4971.43,1750.0,Super Built up area 1750(162.58 sq.m.),4,4,2,2.0,East,Moderately Old,1750.0,,,0,0,1,0,0,2,115,437.5
flat,rof ananda,sector 95,0.55,5500.0,1000.0,Super Built up area 1000(92.9 sq.m.)Carpet area: 745 sq.ft. (69.21 sq.m.),3,2,2,14.0,East,New Property,1000.0,,745.0,1,0,0,0,0,2,30,333.3333333333333
flat,suncity platinum towers,sector 28,6.0,22346.37,2685.0,Carpet area: 2685 (249.44 sq.m.),3,3,2,8.0,South-East,Moderately Old,,,2685.0,0,1,0,0,0,0,31,895.0
flat,signature global orchard avenue,sector 93,0.36,6716.42,536.0,Carpet area: 543.53 (50.5 sq.m.),2,2,2,6.0,North,Relatively New,,,543.57695,0,0,0,0,0,0,16,268.0
flat,tulip violet,sector 69,1.66,10134.31,1638.0,Super Built up area 1638(152.18 sq.m.),3,3,2,0.0,South-West,Relatively New,1638.0,,,0,0,0,0,0,0,157,546.0
flat,emaar palm gardens,sector 83,1.8,12000.0,1500.0,Carpet area: 1500 (139.35 sq.m.),3,4,3+,6.0,South-West,Relatively New,,,1500.0,0,1,0,0,0,1,96,500.0
house,independent,sector 38,4.0,21786.49,1836.0,Plot area 204(170.57 sq.m.),6,6,3+,4.0,North-East,Old Property,,204.0,,1,1,0,1,1,1,137,306.0
house,independent,sector 7,0.45,5000.0,900.0,Carpet area: 900 (83.61 sq.m.),3,2,0,1.0,,Undefined,,,900.0,0,0,0,0,0,0,0,300.0
flat,green homes,sector 52,1.85,7872.34,2350.0,Super Built up area 2350(218.32 sq.m.),3,3,3,7.0,,Moderately Old,2350.0,,,0,1,0,0,0,0,28,783.3333333333334
flat,dlf the ultima,sector 81,2.25,10553.47,2132.0,Super Built up area 2132(198.07 sq.m.),3,3,3+,6.0,East,New Property,2132.0,,,0,1,0,0,0,2,168,710.6666666666666
flat,smart world gems,sector 89,0.86,7796.92,1103.0,Super Built up area 1103(102.47 sq.m.),2,3,3,4.0,,Under Construction,1103.0,,,0,0,0,0,0,0,45,551.5
flat,samadhan shri kamal cghs,sector 1,2.01,11426.95,1759.0,Carpet area: 1760 (163.51 sq.m.),4,4,3+,10.0,,Moderately Old,,,1760.0,0,0,0,0,0,2,0,439.75
flat,birla navya,sector 63a,3.3,15348.84,2150.0,Super Built up area 2150(199.74 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),3,3,3,4.0,West,Under Construction,2150.0,,1200.0,0,1,0,0,0,0,52,716.6666666666666
flat,pareena coban residences,sector 99a,1.1,7096.77,1550.0,Super Built up area 1550(144 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),2,2,3,9.0,North-East,New Property,1550.0,,1200.0,1,0,0,0,0,0,88,775.0
flat,tarc maceo,sector 91,1.9,6975.04,2724.0,Super Built up area 2724(253.07 sq.m.),4,4,3,9.0,North,Relatively New,2724.0,,,0,1,0,0,0,0,120,681.0
flat,dlf the icon,sector 43,6.0,26086.96,2300.0,Carpet area: 2300 (213.68 sq.m.),4,4,3+,18.0,North-East,Old Property,,,2300.0,0,1,0,0,0,1,150,575.0
flat,bestech park view sanskruti,sector 92,1.9,8172.04,2325.0,Super Built up area 2325(216 sq.m.)Built Up area: 1920 sq.ft. (178.37 sq.m.)Carpet area: 1750 sq.ft. (162.58 sq.m.),4,4,3+,10.0,West,Relatively New,2325.0,1920.0,1750.0,1,1,0,1,1,0,49,581.25
house,independent,sector 7,2.0,13888.89,1440.0,Plot area 160(133.78 sq.m.),2,2,2,2.0,North-West,Old Property,,160.0,,0,0,0,0,0,0,22,720.0
flat,godrej summit,sector 104,0.85,5878.28,1446.0,Super Built up area 1446(134.34 sq.m.)Built Up area: 1269 sq.ft. (117.89 sq.m.)Carpet area: 777 sq.ft. (72.19 sq.m.),2,2,3+,10.0,East,Relatively New,1446.0,1269.0,777.0,1,0,0,0,0,0,79,723.0
flat,emaar mgf the palm drive,sector 66,3.2,17777.78,1800.0,Super Built up area 2200(204.39 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),3,3,3,12.0,South-West,Relatively New,2200.0,,1800.0,1,1,1,1,0,1,117,600.0
flat,the cocoon,dwarka expressway,2.0,13333.33,1500.0,Super Built up area 1500(139.35 sq.m.),3,3,3,5.0,,New Property,1500.0,,,0,0,0,0,0,0,0,500.0
flat,dlf regal gardens,sector 90,1.78,8036.12,2215.0,Super Built up area 2215(205.78 sq.m.)Built Up area: 2000 sq.ft. (185.81 sq.m.)Carpet area: 1650 sq.ft. (153.29 sq.m.),4,4,3+,8.0,South,Relatively New,2215.0,2000.0,1650.0,0,0,0,0,0,0,126,553.75
flat,signature global synera,sector 81,0.48,8026.76,598.0,Super Built up area 598(55.56 sq.m.)Carpet area: 498 sq.ft. (46.27 sq.m.),2,2,1,14.0,,Relatively New,598.0,,498.0,0,0,0,0,0,1,14,299.0
flat,shri ram apartments,sector 4,0.36,3789.47,950.0,Carpet area: 950 (88.26 sq.m.),2,2,1,4.0,,Relatively New,,,950.0,0,0,0,0,0,0,0,475.0
flat,experion the heartsong,sector 108,2.29,8240.37,2779.0,Built Up area: 2779 (258.18 sq.m.),4,5,3+,8.0,South,Relatively New,,2779.0,,0,1,0,0,0,1,95,694.75
flat,emaar mgf emerald floors premier,sector 65,2.35,14242.42,1650.0,Carpet area: 1650 (153.29 sq.m.),3,3,3,3.0,East,Relatively New,,,1650.0,1,1,0,0,0,1,124,550.0
flat,bptp terra,sector 37d,1.72,7850.3,2191.0,Super Built up area 2191(203.55 sq.m.),3,3,3+,10.0,South-East,Relatively New,2191.0,,,0,1,0,0,0,0,31,730.3333333333334
flat,tulip petals,sector 89,1.1,7096.77,1550.0,Built Up area: 1550 (144 sq.m.)Carpet area: 1320 sq.ft. (122.63 sq.m.),3,2,3,4.0,,Undefined,,1550.0,1320.0,0,0,0,0,0,0,0,516.6666666666666
house,independent,sector 55,1.45,26851.85,540.0,Plot area 60(5.57 sq.m.),1,4,3+,4.0,East,Relatively New,,60.0,,0,0,1,0,0,0,70,540.0
house,independent,sector 25,9.9,29333.33,3375.0,Plot area 375(313.55 sq.m.),5,5,2,2.0,South-East,Moderately Old,,375.0,,0,0,0,1,0,1,106,675.0
house,ansal sushant lok plots,sector 43,3.3,26570.05,1242.0,Plot area 138(115.39 sq.m.),1,1,0,,,Under Construction,,138.0,,0,0,0,0,0,0,0,1242.0
flat,ild greens,sector 37c,0.95,9223.3,1030.0,Super Built up area 1340(124.49 sq.m.)Carpet area: 1030 sq.ft. (95.69 sq.m.),2,2,3+,11.0,South-West,Relatively New,1340.0,,1030.0,0,0,1,1,0,1,119,515.0
flat,m3m woodshire,sector 107,1.2,6176.02,1943.0,Super Built up area 1943(180.51 sq.m.)Built Up area: 1750 sq.ft. (162.58 sq.m.)Carpet area: 1550 sq.ft. (144 sq.m.),3,3,3,7.0,South,Relatively New,1943.0,1750.0,1550.0,0,0,0,0,0,1,49,647.6666666666666
flat,shree vardhman victoria,sector 70,1.55,7948.72,1950.0,Super Built up area 1950(181.16 sq.m.)Carpet area: 1161 sq.ft. (107.86 sq.m.),3,5,3,8.0,South,Relatively New,1950.0,,1161.0,0,1,0,0,0,0,174,650.0
flat,signature global solera,sector 107,0.5,7692.31,650.0,Super Built up area 546(50.73 sq.m.),2,2,1,11.0,,Relatively New,546.0,,,0,0,0,0,0,0,55,325.0
flat,ss the leaf,sector 85,2.05,7290.18,2812.0,Super Built up area 2812(261.24 sq.m.)Built Up area: 2500 sq.ft. (232.26 sq.m.)Carpet area: 2250 sq.ft. (209.03 sq.m.),4,4,3+,4.0,North-East,Relatively New,2812.0,2500.0,2250.0,0,1,0,0,0,1,49,703.0
house,ansals florence villa,sector 57,3.3,19819.82,1665.0,Plot area 185(154.68 sq.m.),4,3,3+,2.0,East,Moderately Old,,185.0,,1,1,1,1,0,0,151,416.25
flat,smartworld one dxp,sector 113,2.0,11074.2,1806.0,Built Up area: 1806 (167.78 sq.m.)Carpet area: 1350 sq.ft. (125.42 sq.m.),3,3,3,12.0,North,Undefined,,1806.0,1350.0,0,0,0,0,0,0,70,602.0
house,independent,sector 8,0.59,10085.47,585.0,Plot area 585(54.35 sq.m.),2,2,2,2.0,,Moderately Old,,585.0,,0,0,0,0,1,0,7,292.5
flat,shapoorji pallonji joyville gurugram,sector 102,2.4,10544.82,2276.0,Super Built up area 2162(200.86 sq.m.),4,4,3+,15.0,North-East,Relatively New,2162.0,,,0,0,0,0,0,0,108,569.0
flat,bptp terra,sector 37d,1.71,7804.66,2191.0,Built Up area: 2191 (203.55 sq.m.),3,3,3+,7.0,South-West,Relatively New,,2191.0,,1,0,0,0,0,0,38,730.3333333333334
house,bptp astaire gardens,sector 70a,1.04,7172.41,1450.0,Carpet area: 1450 (134.71 sq.m.),3,3,3+,2.0,North-East,Relatively New,,,1450.0,0,0,0,0,1,1,145,483.3333333333333
flat,dlf the ultima,sector 81,3.45,12356.73,2792.0,Super Built up area 2792(259.39 sq.m.),4,4,3+,25.0,East,Moderately Old,2792.0,,,0,1,0,0,0,0,67,698.0
flat,m3m heights,sector 65,1.9,13991.16,1358.0,Built Up area: 1358 (126.16 sq.m.),2,2,2,40.0,,Undefined,,1358.0,,0,0,0,0,0,0,48,679.0
flat,dlf belvedere towers,sector 25,3.4,13765.18,2470.0,Carpet area: 2470 (229.47 sq.m.),4,4,3,1.0,South-East,Old Property,,,2470.0,0,1,0,0,0,0,26,617.5
flat,ss the leaf,sector 85,1.25,10888.5,1148.0,Super Built up area 1741(161.74 sq.m.)Carpet area: 1148 sq.ft. (106.65 sq.m.),2,2,3+,17.0,East,Relatively New,1741.0,,1148.0,0,0,1,0,0,0,156,574.0
flat,shree vardhman victoria,sector 70,1.64,8384.46,1956.0,Super Built up area 1950(181.16 sq.m.)Carpet area: 1161 sq.ft. (107.86 sq.m.),3,5,3,3.0,North,Relatively New,1950.0,,1161.0,0,1,0,0,0,0,51,652.0
flat,dlf the crest,sector 54,11.0,35483.87,3100.0,Carpet area: 3100 (288 sq.m.),4,5,3+,7.0,North-East,Relatively New,,,3100.0,1,1,0,1,0,0,49,775.0
house,independent,sector 26,15.0,33333.33,4500.0,Built Up area: 4500 (418.06 sq.m.),4,4,3,3.0,,Moderately Old,,4500.0,,0,1,1,0,0,1,36,1125.0
house,international city by sobha phase 1,sector 109,6.15,27333.33,2250.0,Plot area 270(225.75 sq.m.)Built Up area: 270 sq.yards (225.75 sq.m.)Carpet area: 250 sq.yards (209.03 sq.m.),5,5,3+,3.0,West,Relatively New,,270.0,250.0,0,1,1,1,0,1,130,450.0
flat,central park 2 bellevue,sector 48,2.75,10754.79,2557.0,Super Built up area 2557(237.55 sq.m.)Carpet area: 2550 sq.ft. (236.9 sq.m.),3,4,3+,3.0,,Moderately Old,2557.0,,2550.0,0,0,0,0,0,0,32,852.3333333333334
house,independent,sector 1,1.85,16003.46,1156.0,Carpet area: 1156 (107.4 sq.m.),4,3,2,3.0,,Undefined,,,1156.0,0,0,0,0,0,0,0,289.0
flat,ireo victory valley,sector 67,2.87,11903.77,2411.0,Super Built up area 2411(223.99 sq.m.)Carpet area: 1808 sq.ft. (167.97 sq.m.),3,3,3+,16.0,North-West,Relatively New,2411.0,,1808.0,0,1,0,0,0,1,174,803.6666666666666
flat,signature global solera,sector 107,0.28,5679.51,493.0,Carpet area: 489 (45.43 sq.m.),2,2,2,6.0,West,Relatively New,,,489.0,0,0,0,0,0,0,45,246.5
flat,bptp pedestal,sector 70a,1.6,10158.73,1575.0,Carpet area: 1575 (146.32 sq.m.),3,3,3,2.0,North-East,New Property,,,1575.0,0,1,0,0,1,0,77,525.0
house,independent,sector 31,4.25,26234.57,1620.0,Plot area 204(170.57 sq.m.)Built Up area: 200 sq.yards (167.23 sq.m.)Carpet area: 180 sq.yards (150.5 sq.m.),5,5,3+,3.0,North-East,Moderately Old,,200.0,180.0,0,0,1,1,0,1,56,324.0
flat,ashiana anmol,sohna road,0.99,8215.77,1205.0,Super Built up area 1205(111.95 sq.m.)Carpet area: 900 sq.ft. (83.61 sq.m.),2,2,2,6.0,East,Under Construction,1205.0,,900.0,0,0,0,0,0,0,49,602.5
flat,ss the leaf,sector 85,2.0,8305.65,2408.0,Super Built up area 2408(223.71 sq.m.)Built Up area: 2300 sq.ft. (213.68 sq.m.)Carpet area: 2200 sq.ft. (204.39 sq.m.),3,4,3,6.0,North,Relatively New,2408.0,2300.0,2200.0,0,1,0,0,0,0,49,802.6666666666666
house,independent,sector 25,9.0,28490.03,3159.0,Plot area 351(293.48 sq.m.),10,10,3,3.0,East,Old Property,,351.0,,0,0,0,1,0,1,64,315.9
flat,green court,sector 90,0.45,7188.5,626.0,Carpet area: 626 (58.16 sq.m.),2,2,1,2.0,,New Property,,,626.0,0,0,0,0,0,1,42,313.0
house,unitech uniworld resorts,sector 33,9.5,23335.79,4071.0,Plot area 500(418.06 sq.m.),5,7,3+,2.0,East,Under Construction,,500.0,,1,1,1,1,0,0,57,814.2
flat,bestech park view ananda,sector 81,0.95,6985.29,1360.0,Super Built up area 1360(126.35 sq.m.)Built Up area: 1150 sq.ft. (106.84 sq.m.)Carpet area: 894 sq.ft. (83.06 sq.m.),2,2,2,13.0,South-East,Relatively New,1360.0,1150.0,894.0,0,0,0,0,0,1,167,680.0
house,vatika india next,sector 83,1.7,7870.37,2160.0,Plot area 240(200.67 sq.m.),3,3,3+,4.0,North-West,New Property,,240.0,,0,1,0,1,0,0,0,720.0
flat,deepak minda,manesar,1.25,4715.2,2651.0,Carpet area: 2650 (246.19 sq.m.),3,3,3+,6.0,,Moderately Old,,,2650.0,0,1,0,0,0,0,44,883.6666666666666
house,dlf city plots phase 2,sector 25,10.55,39074.07,2700.0,Plot area 300(250.84 sq.m.),5,6,3+,3.0,East,Moderately Old,,300.0,,1,1,1,1,0,0,131,540.0
flat,mapsko casa bella,sector 82,1.3,6378.8,2038.0,Super Built up area 1960(182.09 sq.m.),4,4,3+,1.0,North,Relatively New,1960.0,,,0,1,0,0,0,0,130,509.5
flat,housing board colony,sector 51,0.3,4629.63,648.0,Carpet area: 72 (6.69 sq.m.),1,1,0,0.0,,Moderately Old,,,72.0,1,0,0,0,0,0,15,648.0
flat,paras irene,sector 70a,1.2,8450.7,1420.0,Super Built up area 1420(131.92 sq.m.),2,2,3,6.0,North-East,Moderately Old,1420.0,,,0,0,0,0,0,0,42,710.0
house,independent,sector 11,0.95,7307.69,1300.0,Built Up area: 1300 (120.77 sq.m.),5,3,0,1.0,,Undefined,,1300.0,,0,0,0,0,0,0,0,260.0
flat,bestech park view spa next,sector 67,2.72,11574.47,2350.0,Super Built up area 2350(218.32 sq.m.)Built Up area: 2250 sq.ft. (209.03 sq.m.)Carpet area: 2001 sq.ft. (185.9 sq.m.),4,4,3+,0.0,South-West,Relatively New,2350.0,2250.0,2001.0,0,1,0,1,0,1,128,587.5
flat,ramsons kshitij,sector 95,0.4,5839.42,685.0,Carpet area: 685 (63.64 sq.m.),3,2,2,6.0,,Undefined,,,685.0,0,0,0,0,0,0,0,228.33333333333334
flat,godrej nature plus,sector 33,1.27,9182.94,1383.0,Super Built up area 1383(128.48 sq.m.),2,2,3+,9.0,West,Under Construction,1383.0,,,0,0,0,0,0,0,38,691.5
flat,sare crescent parc royal greens phase 1,sector 92,1.25,5832.94,2143.0,Super Built up area 2143(199.09 sq.m.),4,4,3,20.0,East,Relatively New,2143.0,,,0,1,0,0,0,0,60,535.75
flat,ats kocoon,sector 109,1.75,10028.65,1745.0,Super Built up area 1745(162.12 sq.m.)Built Up area: 1550 sq.ft. (144 sq.m.)Carpet area: 1250 sq.ft. (116.13 sq.m.),3,3,3,10.0,North-East,Relatively New,1745.0,1550.0,1250.0,0,0,0,1,0,1,49,581.6666666666666
flat,corona optus,sector 37c,1.44,7236.18,1990.0,Super Built up area 1990(184.88 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),3,3,3+,2.0,North-West,Relatively New,1990.0,,1600.0,1,1,0,0,1,0,49,663.3333333333334
flat,m3m woodshire,sector 107,0.8,5856.52,1366.0,Super Built up area 1366(126.91 sq.m.)Carpet area: 1055 sq.ft. (98.01 sq.m.),2,2,3+,6.0,West,Relatively New,1366.0,,1055.0,0,0,0,1,0,1,174,683.0
flat,vatika lifestyle homes,sector 83,1.15,8214.29,1400.0,Super Built up area 1832(170.2 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3,3,1,7.0,South-West,Moderately Old,1832.0,,1400.0,0,0,0,0,0,1,95,466.6666666666667
flat,signature global solera 2,sector 107,0.5,8928.57,560.0,Carpet area: 560 (52.03 sq.m.),2,2,2,13.0,,New Property,,,560.0,0,0,0,0,0,0,8,280.0
flat,dlf the primus,sector 82a,2.95,11451.86,2576.0,Super Built up area 2576(239.32 sq.m.)Carpet area: 1700 sq.ft. (157.94 sq.m.),4,5,3+,10.0,North-East,Relatively New,2576.0,,1700.0,0,1,0,0,0,2,174,644.0
flat,indiabulls centrum park,sector 103,1.9,5681.82,3344.0,Carpet area: 3344 (310.67 sq.m.),3,4,3+,10.0,North-East,Relatively New,,,3344.0,1,1,0,1,1,1,49,1114.6666666666667
flat,smart world orchard,sector 61,1.9,22700.12,837.0,Super Built up area 1398(129.88 sq.m.)Built Up area: 1137 sq.ft. (105.63 sq.m.)Carpet area: 837 sq.ft. (77.76 sq.m.),3,3,3,1.0,,New Property,1398.0,1137.0,837.0,0,0,0,0,0,0,30,279.0
house,unitech espace,sector 50,7.5,34722.22,2160.0,Plot area 240(200.67 sq.m.)Built Up area: 241 sq.yards (201.51 sq.m.)Carpet area: 240 sq.yards (200.67 sq.m.),3,3,2,2.0,West,Moderately Old,,241.0,240.0,0,1,0,0,0,1,66,720.0
flat,la vida by tata housing,sector 113,1.32,10344.83,1276.0,Super Built up area 1276(118.54 sq.m.)Built Up area: 1199 sq.ft. (111.39 sq.m.)Carpet area: 1099 sq.ft. (102.1 sq.m.),2,2,2,3.0,North-East,Relatively New,1276.0,1199.0,1099.0,0,0,0,0,0,0,49,638.0
flat,ss the leaf,sector 85,1.91,5026.32,3800.0,Super Built up area 3950(366.97 sq.m.)Built Up area: 3890 sq.ft. (361.39 sq.m.)Carpet area: 3800 sq.ft. (353.03 sq.m.),4,6,3,6.0,North,Relatively New,3950.0,3890.0,3800.0,0,1,0,0,0,0,174,950.0
flat,indiabulls centrum park,sector 103,1.34,7882.35,1700.0,Super Built up area 1725(160.26 sq.m.)Carpet area: 1700 sq.ft. (157.94 sq.m.),3,3,3+,12.0,East,Relatively New,1725.0,,1700.0,1,1,1,1,0,1,38,566.6666666666666
house,independent,sector 92,1.8,7627.12,2360.0,Built Up area: 2360 (219.25 sq.m.),4,5,0,13.0,,Undefined,,2360.0,,0,0,0,0,0,0,0,590.0
house,vipul tatvam villa,sector 48,7.69,24068.86,3195.0,Plot area 355(296.83 sq.m.),4,5,3,2.0,North-West,Moderately Old,,355.0,,1,1,1,1,0,1,110,798.75
flat,ss the leaf,sector 85,1.85,6578.95,2812.0,Super Built up area 2812(261.24 sq.m.),4,5,3+,1.0,North-West,Relatively New,2812.0,,,0,0,0,0,0,0,95,703.0
flat,green court,new,0.38,5507.25,690.0,Carpet area: 690 (64.1 sq.m.),2,2,1,7.0,,Under Construction,,,690.0,0,0,0,0,0,0,35,345.0
flat,hero homes,sector 104,1.2,17543.86,684.0,Super Built up area 1099(102.1 sq.m.)Carpet area: 683.83 sq.ft. (63.53 sq.m.),2,2,2,22.0,,Under Construction,1099.0,,683.83,0,0,0,0,0,0,30,342.0
house,dlf city phase 1,sector 26,4.5,33333.33,1350.0,Plot area 150(125.42 sq.m.),3,3,2,2.0,East,Moderately Old,,150.0,,1,1,0,0,0,0,70,450.0
flat,dlf the ultima,sector 81,2.4,11412.27,2103.0,Super Built up area 2103(195.38 sq.m.),3,4,3+,19.0,North-West,Relatively New,2103.0,,,0,1,0,0,0,2,174,701.0
flat,dlf the ultima,sector 81,2.5,11726.08,2132.0,Super Built up area 2132(198.07 sq.m.)Built Up area: 1700 sq.ft. (157.94 sq.m.)Carpet area: 1350 sq.ft. (125.42 sq.m.),3,3,2,20.0,West,Relatively New,2132.0,1700.0,1350.0,0,1,0,0,0,2,174,710.6666666666666
house,independent,sector 4,5.0,10101.01,4950.0,Plot area 550(459.87 sq.m.),3,3,2,1.0,North-East,Old Property,,550.0,,0,0,0,0,0,0,22,1650.0
flat,aipl club residences,sector 70a,0.95,10215.05,930.0,Built Up area: 930 (86.4 sq.m.)Carpet area: 730 sq.ft. (67.82 sq.m.),2,2,1,11.0,North-East,New Property,,930.0,730.0,0,0,0,0,0,1,103,465.0
flat,imperia the esfera,sector 37c,0.86,5449.94,1578.0,Super Built up area 1578(146.6 sq.m.)Carpet area: 1310 sq.ft. (121.7 sq.m.),2,3,3,9.0,South-East,Relatively New,1578.0,,1310.0,1,0,0,0,1,0,49,789.0
house,dlf city plots phase 4,sector 28,9.54,29444.44,3240.0,Plot area 360(301.01 sq.m.),6,5,3+,3.0,North,New Property,,360.0,,1,1,1,1,0,0,153,540.0
flat,raheja the vedaanta floors,sector 108,0.7,4521.96,1548.0,Carpet area: 1548 (143.81 sq.m.),2,2,3,1.0,,Moderately Old,,,1548.0,0,0,0,0,0,1,0,774.0
flat,dlf the skycourt,sector 86,1.59,8242.61,1929.0,Super Built up area 1929(179.21 sq.m.)Built Up area: 1700 sq.ft. (157.94 sq.m.)Carpet area: 1548 sq.ft. (143.81 sq.m.),3,3,3,17.0,East,Relatively New,1929.0,1700.0,1548.0,0,0,0,0,1,1,165,643.0
flat,gls avenue 51,sector 92,0.21,6953.64,302.0,Carpet area: 302 (28.06 sq.m.),1,1,1,0.0,South-East,Relatively New,,,302.0,0,0,0,0,0,0,63,302.0
flat,nbcc heights,sector 89,0.75,6578.95,1140.0,Super Built up area 1140(105.91 sq.m.),2,2,2,6.0,,Moderately Old,1140.0,,,0,0,0,0,0,0,0,570.0
flat,emaar emerald hills,sector 65,1.95,13928.57,1400.0,Carpet area: 1400 (130.06 sq.m.),3,3,3+,1.0,North-East,New Property,,,1400.0,0,0,1,0,0,1,117,466.6666666666667
flat,hcbs sports ville,sohna road,0.32,4301.08,744.0,Built Up area: 743.99 (69.12 sq.m.),2,2,1,3.0,,Relatively New,,744.000768,,0,0,0,0,0,0,109,372.0
house,sushant lok 1 builder floors,sector 43,6.25,30727.63,2034.0,Plot area 226(188.96 sq.m.),7,7,3+,3.0,North,Moderately Old,,226.0,,1,1,1,0,0,0,46,290.57142857142856
house,dlf city plots phase 3,sector 24,1.6,3292.18,4860.0,Plot area 540(50.17 sq.m.)Built Up area: 540 sq.ft. (50.17 sq.m.)Carpet area: 500 sq.ft. (46.45 sq.m.),8,5,3+,4.0,East,Old Property,,540.0,500.0,0,0,0,0,0,0,8,607.5
flat,sare homes,sector 92,0.68,5238.83,1298.0,Carpet area: 1298 (120.59 sq.m.),3,3,2,11.0,North-West,Relatively New,,,1298.0,0,0,0,1,0,0,100,432.6666666666667
