property_type,society,sector,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
flat,vatika independent floors,sector 82,1.45,8055.56,4,3,0,1.0,Relatively New,1800.0,0,0,0,0,0,0,50
flat,experion the heartsong,sector 108,0.87,11852.86,2,3,3,2.0,Relatively New,978.23,0,1,0,0,0,1,123
flat,sare homes,sector 92,0.71,5354.45,3,3,3,2.0,Relatively New,1473.0,0,0,0,1,0,0,108
flat,emaar mgf emerald floors premier,sector 65,2.85,14430.38,4,4,3+,0.0,Relatively New,1975.0,1,1,0,0,0,1,151
house,independent,sector 25,11.0,35529.72,5,5,3+,2.0,Relatively New,3096.0,1,1,1,1,0,0,29
flat,hsiidc sidco aravali,manesar,0.9,3477.59,3,3,3+,8.0,Moderately Old,1900.0,0,1,0,0,0,0,23
flat,breez global hill view,sohna road,0.3,5128.21,2,2,1,11.0,New Property,650.0,0,0,0,0,0,0,91
flat,pyramid urban homes 2,sector 86,0.5,9615.38,2,2,1,10.0,Relatively New,578.0,0,0,0,0,0,0,15
flat,mapsko mount ville,sector 79,1.3,8724.83,3,3,3,19.0,Relatively New,1176.0,0,0,1,0,0,1,102
flat,bestech park view residency,sector 2,1.55,8072.92,3,4,3+,4.0,Old Property,1738.0,0,1,0,0,0,0,84
flat,mapsko mount ville,sector 79,1.25,8389.26,3,3,3,18.0,Relatively New,1058.0,1,0,0,0,0,1,102
flat,signature global park,sohna road,0.78,6446.28,3,3,3,3.0,Relatively New,1344.0,0,0,0,1,0,0,150
house,independent,sector 7,1.2,11194.03,2,4,2,3.0,Old Property,1072.0,0,0,0,0,0,0,0
flat,sobha city,sector 108,2.5,14611.34,3,3,2,19.0,New Property,1480.0,0,0,0,0,0,0,166
flat,dlf new town heights,sector 90,1.42,4864.68,4,4,3+,8.0,Moderately Old,2139.0,0,1,1,0,0,0,31
flat,signature global park,sohna road,0.56,6812.65,2,2,3,3.0,New Property,913.0,0,0,0,0,0,0,111
house,independent,sector 2,4.95,20370.37,6,5,3+,3.0,Relatively New,2430.0,0,1,0,0,0,0,91
house,independent,sector 26,4.6,12198.36,4,4,3+,2.0,Old Property,3771.0,0,0,0,0,0,0,28
flat,dlf the primus,sector 82a,1.85,10283.49,3,3,3+,2.0,Relatively New,1668.0,0,0,0,0,0,1,44
flat,smart world orchard,sector 61,2.55,15644.17,3,3,2,4.0,New Property,1630.0,0,0,0,0,1,0,30
flat,imperia the esfera,sector 37c,0.87,5513.31,2,3,3+,9.0,New Property,1428.0,1,0,0,0,0,0,49
flat,unitech fresco,sector 50,1.8,9589.77,3,4,3+,6.0,Moderately Old,1870.0,0,1,0,0,0,1,174
flat,m3m woodshire,sector 107,1.65,5960.98,4,5,3+,12.0,Relatively New,2505.0,0,1,0,0,0,0,21
flat,emaar mgf emerald floors premier,sector 65,2.8,14177.22,4,4,3,2.0,Relatively New,2194.0,1,1,0,0,0,1,108
flat,huda ashok vihar phase,sector 4,0.43,6615.38,2,2,1,2.0,Relatively New,722.0,0,0,0,0,0,0,7
flat,tarc maceo,sector 91,0.87,6641.22,2,2,2,9.0,Relatively New,1148.0,0,0,1,0,0,0,78
flat,sare crescent parc,sector 92,1.0,5128.21,4,3,2,1.0,Relatively New,2167.0,0,0,0,0,0,0,49
flat,lotus homz,sector 111,0.5,14836.8,1,1,1,2.0,Relatively New,374.0,0,0,0,0,0,2,72
flat,umang monsoon breeze,sector 78,0.7,5718.95,2,2,2,5.0,Moderately Old,1224.0,0,0,0,0,0,0,0
flat,jammu and kashmir bank employees cghs,sector 9a,0.95,6129.03,3,3,2,5.0,Moderately Old,1403.0,0,0,0,0,1,0,30
flat,gls arawali homes,sohna road,0.35,7000.0,2,2,2,5.0,Relatively New,556.0,0,0,0,0,0,0,30
house,independent,sector 11,1.35,3857.14,10,6,3+,3.0,Old Property,3500.0,0,0,0,0,0,0,0
flat,dlf the ultima,sector 81,3.5,11686.14,4,5,3+,7.0,Relatively New,2577.0,0,1,0,0,0,2,174
flat,bestech park view residency,sector 2,1.51,7868.68,3,4,3+,7.0,Moderately Old,1738.0,0,1,0,0,0,1,84
house,independent,sector 26,7.0,39259.67,5,5,2,3.0,Relatively New,1783.0,0,1,0,0,0,0,9
flat,dlf new town heights,sector 91,2.0,6966.21,4,4,3+,16.0,Moderately Old,2468.0,1,1,0,1,0,0,65
flat,tulip leaf,sector 69,2.06,11387.51,3,3,3,16.0,Relatively New,1640.0,0,0,0,0,0,0,49
flat,ats kocoon,sector 109,1.68,9627.51,3,3,3,8.0,Relatively New,1579.0,0,0,0,0,0,0,142
house,vatika the seven lamps,sector 82,1.6,6597.94,4,4,3+,16.0,Moderately Old,2425.0,0,1,0,0,0,0,94
house,dlf new town heights,sector 86,2.47,7718.75,4,4,3+,2.0,Moderately Old,2800.0,0,1,0,1,0,1,130
house,international city by sobha phase 2,sector 109,11.25,25000.0,7,5,3+,4.0,Relatively New,4500.0,1,1,0,1,0,0,42
flat,breez global hill view,sohna road,2.6,5214.6,2,2,2,6.0,New Property,4986.0,0,0,0,0,0,0,42
flat,whiteland blissville,sector 76,1.9,11363.64,3,3,2,0.0,Under Construction,1513.0,0,0,0,0,0,0,61
flat,signature global park,sohna road,0.95,7851.24,3,2,3+,3.0,New Property,1210.0,0,0,0,0,0,0,85
flat,dlf park place,sector 54,6.75,24963.02,4,4,2,8.0,Moderately Old,2076.0,0,1,0,0,0,2,135
flat,godrej aria,sector 79,0.96,13296.4,2,2,3,8.0,Relatively New,1012.0,0,0,0,0,0,0,49
flat,m3m skywalk,sector 74,1.57,11002.1,2,2,3+,10.0,Relatively New,1300.0,0,0,0,0,1,0,137
house,birla navya,sector 63a,3.85,15437.05,3,3,3+,4.0,New Property,2771.0,0,1,0,0,0,1,160
flat,surendra avenue 69,sector 69,0.75,6818.18,2,2,2,4.0,Moderately Old,1100.0,0,0,0,0,0,0,0
flat,tulip violet,sector 69,3.25,10105.72,4,5,3+,14.0,Relatively New,2910.0,0,0,0,1,1,0,20
flat,experion the heartsong,sector 108,3.0,18393.62,4,5,3+,2.0,Relatively New,2204.25,0,1,0,0,0,2,149
house,row house,sector 105,0.43,9129.51,3,3,3,2.0,Relatively New,1050.0,0,0,0,0,0,0,0
flat,ats triumph,sector 104,2.62,8317.46,4,4,3+,14.0,Relatively New,2851.0,0,1,0,0,0,0,174
house,independent,sector 3,0.55,6707.32,2,2,1,2.0,Moderately Old,810.0,0,0,0,0,0,0,0
flat,conscient heritage max,sector 102,1.75,9062.66,3,4,3+,16.0,Relatively New,1748.0,0,1,0,0,0,1,134
flat,mapsko mount ville,sector 79,1.2,13840.83,3,3,3,18.0,Relatively New,1165.0,1,0,0,1,0,1,160
flat,dlf park place,sector 54,4.85,30180.46,3,4,3+,6.0,Moderately Old,1607.0,0,1,0,0,0,2,158
house,independent,sector 7,3.1,13777.78,3,3,2,2.0,Old Property,2250.0,0,0,0,0,0,0,22
flat,breez global heights,sohna road,0.4,6688.96,2,2,2,7.0,Relatively New,762.0,0,0,0,0,0,0,57
house,independent,sector 3 phase 3 extension,1.5,5000.0,6,1,0,1.0,New Property,3000.0,0,0,0,0,0,0,0
flat,vatika gurgaon,sector 83,1.25,6313.13,3,3,2,12.0,Moderately Old,1700.0,0,1,0,0,0,0,95
flat,la vida by tata housing,sector 113,2.48,14090.91,3,3,3+,8.0,New Property,1980.0,0,1,0,0,0,0,79
house,independent,sector 26,6.75,27777.78,3,3,3,2.0,Moderately Old,2430.0,0,0,0,0,0,0,27
flat,dlf the ultima,sector 81,2.3,10936.76,3,3,3+,19.0,Relatively New,1617.0,1,1,0,1,1,2,49
flat,kendriya vihar,sector 56,0.65,8609.27,1,1,1,0.0,Moderately Old,839.0,0,0,0,0,0,0,143
house,vipul world,sector 48,3.35,5583.33,6,5,3+,3.0,Moderately Old,6000.0,0,0,0,0,0,0,53
flat,indiabulls enigma,sector 110,3.4,10000.0,4,5,3,3.0,Relatively New,3077.0,0,1,1,0,0,0,90
flat,ats tourmaline,sector 109,2.95,9365.08,4,5,3+,10.0,Relatively New,2851.0,0,1,0,0,0,0,101
flat,signature global synera,sector 81,0.31,7434.05,1,1,1,13.0,Relatively New,366.0,0,0,0,0,0,2,123
flat,ss almeria,sector 84,1.5,7500.0,3,3,3,2.0,New Property,1849.0,0,1,0,0,0,0,108
flat,parsvnath exotica,sector 53,5.0,17271.16,3,4,3+,8.0,Relatively New,2500.0,0,1,0,1,1,1,49
flat,signature global park 4,sector 36,0.72,6428.57,3,2,3,2.0,Under Construction,1244.0,0,0,0,0,0,0,0
flat,gls arawali homes,sohna road,0.28,4307.69,2,2,2,12.0,New Property,588.0,0,0,0,0,0,0,0
flat,ss the leaf,sector 85,2.0,6578.95,4,5,3+,1.0,Relatively New,2545.0,0,1,1,0,0,0,106
house,"nirmal enclave, maruti kunj road",sector 11,0.24,5333.33,2,2,0,2.0,Relatively New,450.0,0,0,0,0,0,0,0
flat,dlf the ultima,sector 81,2.2,10461.25,3,3,3+,5.0,Relatively New,1570.0,1,1,0,1,1,2,49
flat,emaar gurgaon greens,sector 102,1.42,8606.06,3,3,3,4.0,Relatively New,1314.0,0,0,0,0,1,0,49
flat,signature global park 4,sector 36,0.85,11333.33,3,2,3,1.0,New Property,833.0,0,0,0,0,0,0,33
house,bptp visionnaire,sector 70a,4.0,6665.56,4,4,3+,2.0,Relatively New,6000.0,0,1,0,0,0,0,154
flat,aipl zen residences,sector 70a,1.4,11093.5,2,2,2,16.0,Relatively New,1262.0,0,0,0,0,0,0,0
flat,rof aalayas,sector 102,0.45,8411.21,2,2,1,14.0,Relatively New,568.0,0,0,0,0,0,2,57
flat,emaar mgf emerald floors premier,sector 65,2.7,16363.64,3,3,3,5.0,Relatively New,1650.0,0,1,1,0,0,1,108
house,independent,sector 43,2.15,13030.3,1,1,0,1.0,Moderately Old,1650.0,0,0,0,0,0,0,0
house,independent,sector 50,6.5,21666.67,5,6,0,1.0,Moderately Old,3000.0,0,0,0,0,0,0,0
flat,godrej summit,sector 104,1.75,7530.12,4,5,3+,1.0,New Property,2582.0,0,1,0,0,0,0,60
flat,microtek greenburg,sector 86,1.23,8310.81,2,2,3,13.0,Relatively New,1339.0,1,0,0,0,0,0,6
flat,alpha corp gurgaonone,sector 84,2.24,6523.01,4,4,3,12.0,Relatively New,3165.0,0,1,0,0,0,0,20
flat,experion windchants,sector 112,3.75,13383.3,3,5,3+,22.0,Relatively New,2536.0,0,1,0,0,0,1,49
flat,tulip violet,sector 69,1.37,8907.67,3,3,1,12.0,Relatively New,1392.0,0,0,0,0,0,0,116
house,independent,sector 2,5.0,15384.62,6,6,2,1.0,Moderately Old,3611.0,0,0,0,0,0,0,0
flat,smart world orchard,sector 61,1.85,14800.0,2,2,2,3.0,New Property,1389.0,0,0,0,0,0,0,44
flat,tulip monsella,sector 53,8.25,28004.07,3,4,3,8.0,Under Construction,2661.0,0,1,0,0,0,2,35
flat,ramprasta awho,sector 95,0.92,5257.14,3,3,3+,13.0,New Property,1750.0,0,0,0,0,0,0,0
flat,godrej frontier,sector 80,1.1,5705.39,3,3,3,8.0,Moderately Old,1580.0,0,1,0,0,0,0,111
flat,ild grand centra,sector 37c,0.95,5219.78,3,1,0,0.0,Relatively New,1820.0,0,0,0,0,0,0,0
flat,bptp freedom park life,sector 57,5.5,8982.52,5,6,3+,19.0,Moderately Old,5010.0,0,1,0,1,0,1,153
flat,aipl the peaceful homes,sector 70a,2.5,11627.91,3,3,3+,15.0,Relatively New,1723.0,0,0,0,0,1,1,174
flat,ats triumph,sector 104,2.6,8253.97,4,4,3+,12.0,Relatively New,2851.0,0,1,0,0,0,0,118
flat,tulip violet,sector 69,1.55,9822.56,3,3,2,5.0,Relatively New,1428.0,0,0,0,1,0,0,99
house,dlf city plots,sector 26,4.0,4530.52,4,3,2,2.0,Relatively New,8829.0,0,0,0,0,0,1,0
flat,smartworld 1dxp,sector 113,2.75,10589.14,4,4,3+,20.0,Under Construction,2886.0,1,1,0,1,0,2,57
house,ss aaron ville,sector 49,6.75,19736.84,5,4,2,2.0,Old Property,3420.0,1,1,1,0,0,0,78
house,4s aradhya homes,sector 67a,1.83,6777.78,4,4,2,4.0,New Property,300.0,0,0,0,1,0,1,145
flat,tata primanti,sector 72,3.5,11426.71,4,5,3+,16.0,Relatively New,2625.0,0,1,0,0,1,0,31
house,independent,sector 24,4.5,33333.33,2,8,3+,4.0,Relatively New,1350.0,0,1,1,0,0,1,56
flat,emaar mgf emerald floors premier,sector 65,2.25,13636.36,3,3,3+,3.0,Relatively New,1493.0,1,1,0,0,0,0,152
flat,the close south,sector 50,3.25,12810.41,3,4,3+,4.0,Old Property,2819.0,0,1,0,0,0,1,135
flat,alpha corp gurgaonone,sector 84,2.28,8769.23,4,4,3+,8.0,Relatively New,2998.0,0,1,0,0,0,0,61
flat,mvn athens,sohna road,0.25,3671.07,2,2,1,11.0,Relatively New,681.0,0,0,0,0,0,1,67
flat,chd avenue,sector 71,1.4,7945.52,3,3,2,1.0,Moderately Old,1958.0,0,0,0,1,0,1,125
house,independent,sector 43,1.9,3909.47,3,3,3+,3.0,Old Property,60.0,0,0,0,0,0,2,0
house,independent,sector 105,1.3,11555.56,3,3,1,1.0,Moderately Old,1125.0,0,0,0,0,0,0,0
flat,shree vardhman flora,sector 90,0.8,5925.93,2,3,2,0.0,Relatively New,1350.0,0,0,0,0,0,0,60
flat,shree kirpalu gi sector 52,sector 52,1.45,7631.58,3,3,3+,7.0,Relatively New,1800.0,0,0,0,0,1,1,108
flat,corona gracieux,sector 76,1.08,5510.2,3,3,3,1.0,New Property,1774.0,0,1,0,0,0,0,58
flat,satya the hermitage,sector 103,0.93,6404.96,2,3,3,3.0,Relatively New,1613.0,0,1,0,0,0,1,90
house,international city by sobha phase 1,sector 109,6.0,24691.36,4,5,3+,2.0,Relatively New,2430.0,0,1,0,0,0,1,96
flat,tulip monsella,sector 53,6.02,20816.04,3,3,3,29.0,Under Construction,2892.0,0,0,0,0,0,0,68
flat,experion the heartsong,sector 108,0.97,9238.1,2,2,3,10.0,Relatively New,1167.0,0,1,0,0,0,0,165
house,international city by sobha phase 1,sector 109,5.9,24279.84,4,5,2,2.0,Relatively New,2430.0,0,1,0,0,0,1,111
flat,chd avenue,sector 71,0.82,7081.17,2,2,2,6.0,Moderately Old,1086.0,0,0,0,0,0,0,0
flat,raheja vedaanta,sector 108,0.65,4761.9,2,2,2,5.0,Relatively New,1235.0,0,0,0,1,0,1,174
house,independent,sector 9,1.25,8735.15,3,6,3+,3.0,Old Property,159.0,0,0,0,0,0,0,0
flat,emaar mgf emerald floors premier,sector 65,2.3,13939.39,3,4,3,3.0,Relatively New,1833.0,1,1,1,1,0,2,174
flat,godrej oasis,sector 88a,1.0,6896.55,2,2,3,7.0,Relatively New,1611.0,1,0,0,0,0,0,72
flat,pyramid urban homes 2,sector 86,0.43,8582.83,2,2,1,6.0,New Property,557.0,0,0,0,0,1,0,72
flat,silverglades the melia,sohna road,0.75,5555.56,2,2,2,4.0,Moderately Old,1350.0,0,0,0,0,0,0,70
flat,dlf carlton estate,sector 43,2.0,14214.64,3,3,2,5.0,Moderately Old,1273.0,0,0,0,0,0,0,65
house,independent,sector 45,8.5,26234.57,5,4,2,1.0,Moderately Old,3240.0,0,1,0,1,0,1,49
flat,bestech park view grand spa,sector 81,2.35,8834.59,3,4,3+,10.0,Relatively New,2511.0,0,1,0,0,0,0,109
house,emaar mgf marbella,sector 66,12.0,37037.04,4,4,3+,3.0,Relatively New,3240.0,1,1,1,1,0,1,160
flat,ats tourmaline,sector 109,1.45,6744.19,3,4,3+,4.0,Relatively New,1797.0,0,1,0,0,0,0,71
flat,tulip violet,sector 69,1.75,8883.25,4,4,1,12.0,Relatively New,1783.0,0,0,0,0,0,0,86
flat,m3m heights,sector 65,1.95,15996.72,2,2,3,16.0,Under Construction,1141.0,0,0,0,0,0,0,44
flat,godrej summit,sector 104,1.16,6387.67,3,4,3+,8.0,Relatively New,2018.0,0,1,0,0,0,1,96
house,independent,sector 4,0.55,6815.37,2,1,1,1.0,Moderately Old,75.0,0,0,0,0,0,0,0
flat,oriental valley chs,sector 9a,1.5,9090.91,4,3,3+,8.0,Relatively New,1833.0,0,0,0,0,0,1,8
flat,paras dews,sector 106,1.25,10656.44,3,4,3,14.0,Relatively New,1305.0,1,1,0,0,0,0,167
flat,vatika the seven lamps,sector 82,1.28,6819.39,3,3,3,3.0,Relatively New,1800.0,1,0,0,0,0,1,165
flat,dlf trinity towers,sector 43,3.8,15510.2,3,3,3+,1.0,Moderately Old,2450.0,0,1,0,1,0,1,68
flat,tulip violet,sector 69,1.4,8860.76,3,3,2,2.0,Relatively New,1428.0,0,0,0,1,0,0,102
house,independent,sector 46,4.25,23148.15,5,4,2,3.0,Moderately Old,1836.0,0,0,1,0,0,1,57
house,ansal sushant residency,sector 57,4.6,17037.04,6,6,3,3.0,Old Property,2700.0,1,1,1,1,0,2,102
house,spaze privy,sector 72,3.1,8486.18,5,5,3+,21.0,Relatively New,3653.0,0,0,0,0,0,0,0
house,vipul tatvam villa,sector 48,8.4,21000.0,4,5,3+,2.0,Moderately Old,4000.0,1,1,0,1,0,1,49
flat,tulip purple,sector 69,2.6,10833.33,4,4,3+,4.0,Moderately Old,2172.0,0,1,0,0,0,0,37
flat,avl 36 gurgaon,sector 36a,0.75,7500.0,2,2,2,5.0,Relatively New,856.0,0,0,0,0,0,0,26
flat,ss the leaf,sector 85,1.75,7267.44,3,4,3,8.0,Relatively New,2179.0,0,1,0,0,0,0,49
flat,godrej oasis,sector 88a,0.95,7268.55,2,2,2,6.0,Relatively New,1452.0,0,0,0,0,0,0,79
flat,pareena mi casa,sector 68,1.1,9016.39,2,2,3,13.0,New Property,1244.0,0,0,0,0,0,0,106
house,ansals palam vihar,sector 2,2.75,17662.17,3,3,3,2.0,Moderately Old,1557.0,1,0,0,1,0,1,15
flat,godrej oasis,sector 88a,1.5,8108.11,3,3,3+,11.0,New Property,1674.0,0,0,0,0,0,0,39
flat,shapoorji pallonji joyville gurugram,sector 102,1.25,9873.62,2,2,2,0.0,Relatively New,1100.0,0,0,0,0,0,0,79
flat,dlf regency park,sector 28,2.25,14516.13,3,3,2,16.0,Old Property,1700.0,0,1,0,0,0,0,89
house,independent,sector 28,8.4,34567.9,4,4,3+,2.0,Relatively New,2430.0,0,1,1,1,0,1,139
house,independent,sector 4,2.35,16319.44,4,4,2,2.0,Old Property,160.0,0,0,0,1,0,0,43
flat,emaar mgf the palm drive,sector 66,3.0,15384.62,3,3,2,12.0,Relatively New,1950.0,0,1,0,0,0,0,96
flat,bestech park view sanskruti,sector 92,1.5,7812.5,3,3,3,3.0,Relatively New,1738.0,0,0,0,0,1,0,49
flat,ss the leaf,sector 85,1.25,7179.78,2,2,2,16.0,Relatively New,1934.0,0,0,0,0,0,1,49
flat,godrej,sector 79,2.5,11140.82,3,3,3+,5.0,Relatively New,2244.0,0,0,0,0,0,0,0
house,huda ashok vihar phase,sector 4,0.7,10233.92,3,2,1,2.0,New Property,684.0,1,0,0,0,0,0,7
house,independent,sector 26,9.0,33333.33,5,5,2,3.0,Old Property,2700.0,1,1,1,1,0,2,110
house,vipul tatvam villa,sector 48,5.5,21219.14,3,6,2,2.0,Moderately Old,2592.0,0,1,0,0,1,1,106
flat,saan verdante,sector 95,2.0,10178.12,3,4,3+,5.0,New Property,1964.0,0,1,0,0,0,0,49
house,independent,sector 105,1.15,3284.78,3,2,1,1.0,Moderately Old,3889.0,0,0,0,0,0,0,0
house,sector 14 rwa,sector 14,5.51,16990.44,3,3,2,4.0,Moderately Old,3243.0,0,0,0,0,0,0,14
flat,zara aavaas,sector 104,0.65,8519.0,3,2,2,7.0,New Property,848.0,0,0,0,0,0,0,65
flat,conscient elevate,sector 59,4.25,18518.52,3,4,3,3.0,Under Construction,2077.0,0,0,0,0,0,0,0
flat,signature global park,sohna road,0.55,6691.0,2,2,3,3.0,Relatively New,913.0,0,0,0,0,0,0,58
flat,krrish provence estate,gwal pahari,5.5,9482.76,4,5,3+,11.0,New Property,5249.0,1,1,0,1,0,0,151
flat,dlf the primus,sector 82a,2.7,10481.37,4,4,3+,18.0,Moderately Old,2576.0,0,1,0,0,0,0,38
flat,signature global park,sohna road,0.53,6294.54,2,2,2,1.0,Relatively New,939.0,0,0,0,1,0,0,168
flat,umang monsoon breeze,sector 78,0.95,5491.33,3,3,2,9.0,Relatively New,1730.0,0,0,0,0,0,1,65
house,independent,sector 28,4.5,13888.89,4,4,0,4.0,Relatively New,3240.0,0,0,0,0,0,0,0
flat,breez global heights,sohna road,0.28,7142.86,1,1,1,4.0,New Property,443.0,0,0,0,0,0,2,26
flat,the serenas,sector 36,0.42,7909.6,2,2,1,3.0,New Property,590.0,0,0,0,0,0,0,0
flat,godrej air,sector 85,2.5,13796.91,4,5,3+,16.0,Under Construction,2013.0,1,0,0,1,1,1,44
flat,shree vardhman victoria,sector 70,1.65,8461.54,3,3,2,6.0,Relatively New,2167.0,1,0,0,0,0,0,72
flat,experion the heartsong,sector 108,1.55,7738.39,3,3,3+,7.0,Relatively New,1750.0,0,1,0,1,0,1,174
flat,paras dews,sector 106,1.14,6000.0,3,4,3,8.0,Relatively New,1305.0,1,1,0,0,0,0,49
flat,parsvnath green ville,sector 48,1.5,8787.35,3,3,3,1.0,Old Property,1600.0,0,0,0,0,0,1,128
flat,tulip ivory,sector 70,5.0,10416.67,6,7,3+,0.0,Relatively New,5333.0,1,1,0,0,0,0,119
flat,tulip violet,sector 69,2.0,9950.25,4,4,2,0.0,Relatively New,1819.0,0,0,0,0,0,0,95
flat,siddhartha apartment,sector 95,0.72,3664.12,3,3,2,4.0,Relatively New,1800.0,0,0,0,0,1,0,21
flat,central park resorts,sector 48,3.65,15240.08,3,3,3+,9.0,Relatively New,2395.0,0,0,0,0,1,1,157
flat,raheja vedaanta,sector 108,1.5,5263.16,3,4,0,12.0,Relatively New,2850.0,0,0,0,0,0,0,0
flat,suncity vatsal valley,gwal pahari,1.38,9650.35,3,3,2,1.0,Relatively New,1294.0,0,0,0,0,0,1,151
flat,hcbs sports ville,sohna road,0.27,4347.83,2,2,2,10.0,Relatively New,619.0,0,0,0,0,0,0,43
house,unitech uniworld resorts,sector 33,9.55,19292.93,6,7,3+,2.0,Relatively New,4950.0,1,1,1,1,0,1,126
flat,green court,sector 90,0.4,6389.78,2,2,1,8.0,New Property,575.0,0,0,0,0,0,0,20
flat,m3m soulitude,sector 89,1.0,9066.18,2,2,2,2.0,New Property,1226.0,1,0,0,0,0,0,49
flat,belgravia resort residences,sector 48,3.45,18459.07,3,3,3,14.0,Moderately Old,1869.0,0,0,0,0,0,0,0
flat,m3m skywalk,sector 74,2.25,13636.36,3,3,2,9.0,Relatively New,1938.0,0,1,0,0,0,1,174
flat,sobha city,sector 108,3.25,15685.33,3,3,3,12.0,Relatively New,2072.0,0,0,0,0,0,0,99
flat,bptp terra,sector 37d,1.77,8078.5,4,3,3,15.0,Relatively New,2025.0,1,1,0,1,1,0,49
flat,m3m capital,sector 113,2.37,11499.27,4,4,3+,20.0,Under Construction,2060.0,1,0,0,0,0,0,143
flat,hcbs sports ville,sohna road,0.38,5066.67,2,2,2,9.0,Relatively New,750.0,0,0,0,0,0,0,0
flat,vatika iris floors,sector 82,0.63,5590.06,2,2,3+,2.0,Relatively New,1026.0,1,0,0,0,0,0,110
flat,godrej aria,sector 79,1.1,7773.85,2,2,3+,4.0,New Property,1223.0,0,0,0,0,0,1,49
house,nirvana cedar crest,sector 50,3.99,8866.67,4,5,3+,4.0,New Property,4500.0,0,1,0,1,0,1,112
house,independent,sector 110,4.35,23692.81,3,8,2,3.0,Relatively New,1836.0,1,0,0,1,0,1,19
flat,m3m woodshire,sector 107,0.8,5856.52,2,2,3+,7.0,Relatively New,1236.0,0,0,0,0,0,1,165
flat,hero homes,sector 104,1.4,15819.21,3,2,2,4.0,Under Construction,1120.0,0,0,0,0,0,0,49
flat,ss the coralwood,sector 84,1.01,5771.43,3,3,2,18.0,Relatively New,1475.0,0,0,0,0,0,0,40
flat,gls avenue 51,sector 92,0.5,7812.5,3,3,1,0.0,Relatively New,579.0,0,0,0,0,0,0,0
flat,puri diplomatic greens,sector 111,3.7,12542.37,4,5,3+,12.0,Relatively New,2650.0,0,1,0,0,0,1,158
flat,puri emerald bay,sector 104,2.49,10163.27,3,3,3+,14.0,Relatively New,2217.0,0,1,0,0,0,1,129
flat,smart world gems,sector 89,1.1,9972.8,2,2,2,3.0,New Property,1226.0,0,0,1,0,0,0,77
flat,dlf regal gardens,sector 90,1.19,5504.16,3,3,2,11.0,Relatively New,1562.0,0,0,0,0,1,0,88
flat,godrej air,sector 85,1.75,9589.04,3,3,2,27.0,Relatively New,1825.0,0,0,0,0,0,0,44
flat,paras dews,sector 106,1.15,6052.63,3,4,3,5.0,Relatively New,1305.0,1,1,0,0,0,0,49
flat,whiteland the aspen,sector 76,3.35,17613.04,3,4,3+,5.0,Under Construction,2111.0,0,1,0,0,0,2,151
flat,apex our homes,sector 37c,0.35,3783.78,2,2,1,7.0,Relatively New,850.0,0,0,0,0,0,1,158
flat,bptp terra,sector 37d,1.72,9497.52,3,3,3,9.0,Relatively New,1373.0,1,0,0,0,0,1,24
flat,smart world gems,sector 89,0.88,7978.24,2,2,0,2.0,New Property,1103.0,0,0,0,0,0,0,45
flat,vatika city homes,sector 83,1.05,8571.43,3,3,3,8.0,Moderately Old,1468.0,0,0,0,1,0,1,103
flat,la vida by tata housing,sector 113,2.45,11050.97,3,3,3+,3.0,Relatively New,1890.0,1,0,0,0,0,0,174
flat,ats triumph,sector 104,2.55,13076.92,4,4,3+,21.0,Relatively New,2509.0,0,1,0,0,0,0,150
flat,mapsko mount ville,sector 79,1.5,8264.46,3,4,3+,11.0,Relatively New,1416.0,0,1,0,0,0,1,144
flat,park royal apartment,sector 56,1.85,9024.39,3,4,3,7.0,Old Property,2278.0,0,1,0,0,0,0,72
flat,puri emerald bay,sector 104,1.32,8516.13,2,2,2,10.0,Relatively New,1403.0,0,0,0,0,0,0,128
flat,puri diplomatic greens,sector 111,3.4,11525.42,4,5,3+,14.0,Relatively New,2670.0,0,1,0,0,0,1,94
house,independent,sector 3,0.9,8928.57,3,1,0,1.0,Moderately Old,1008.0,0,0,0,0,0,0,0
flat,m3m skycity,sector 65,3.5,17039.92,3,3,3,15.0,New Property,2282.0,1,1,0,1,0,1,166
flat,the lions cghs,sector 56,2.1,8750.0,3,4,3+,8.0,Old Property,2200.0,0,0,0,0,1,1,166
house,vipul tatvam villa,sector 48,8.5,26234.57,4,4,1,2.0,Relatively New,3240.0,0,0,0,0,0,0,21
flat,paras dews,sector 106,1.1,9734.51,3,4,3+,8.0,Relatively New,1186.0,0,1,0,0,0,1,174
flat,orris carnation residency,sector 85,0.72,4881.36,3,3,2,9.0,Moderately Old,1350.0,0,0,0,0,1,0,49
flat,ireo victory valley,sector 67,3.65,13528.54,3,4,3+,18.0,Relatively New,2490.0,0,1,0,1,0,1,61
flat,bestech park view ananda,sector 81,1.15,6927.71,3,2,3+,6.0,Relatively New,1463.0,1,0,0,0,0,1,104
flat,shree vardhman flora,sector 90,0.7,5323.19,2,2,3,9.0,New Property,1350.0,1,0,0,0,0,0,60
house,unitech uniworld resorts,sector 33,10.0,20202.02,5,6,3,4.0,New Property,4950.0,1,1,0,0,0,0,26
flat,sidhartha ncr greens,sector 95,0.96,6201.55,3,3,3,8.0,New Property,1720.0,0,0,1,1,0,0,8
flat,proxima tower,sector 37c,0.6,4601.23,2,2,3,5.0,Under Construction,1180.0,1,0,0,1,0,0,55
